报复社会	trả thù xã hội	Vobjt
高考	thi đại học	Vobjt
黑书	đen sách	Vobjt
爱国	yêu nước	Vobjt
结婚	kết hôn	Vobjt
卡BUG	kẹt BUG	Vobjt
纹身	xăm hình	Vobj
