她没有你这么善良	nàng không thiện lương như ngươi
他唱得没有你好听	hắn hát không dễ nghe như ngươi
爸爸做的饭没有妈妈做的饭好吃	cơm do ba ba làm không ngon như cơm do ma ma làm
我没有他胖	ta không béo như hắn
巧克力没有糖果甜	sô-cô-la không ngọt như kẹo
她没有我这么高	nàng không cao như ta
