## Bổ ngữ xu hướng

来	Dircmpl
去	Dircmpl
出	Dircmpl

### Bổ ngữ xu hướng kép: https://khoahoctiengtrung.com/bo-ngu-xu-huong-kep/
上来	Dircmpl
下来	Dircmpl
进来	Dircmpl
出来	Dircmpl
回来	Dircmpl
过来	Dircmpl
起来	Dircmpl
开来	Dircmpl
上去	Dircmpl
下去	Dircmpl
进去	Dircmpl
出去	Dircmpl
回去	Dircmpl
过去	Dircmpl
