
也	cũng	vậy	d
为	vì		p

思	nghĩ	nhớ	v!

好	tốt	thật	!
也	cũng	vậy	d
跟	cùng	với	p

到	đến	tới	~vc
完	hết	xong	~vc

丝	tia	tơ	~qt
股	cỗ	cổ	~qt

这样	như vậy	dạng này	r
那样	như thế	dạng kia	r
