。	.	.fs.
｡	.	.fs.
.	.	.fs.

!	!	.em.

?	?	.qm.

\	\	.dq.
'	'	.sq.

⟨	⟨	.ts1.
<	<	.ts2.
‹	‹	.ts3.

“	“	.qs1.
‘	‘	.qs2.

[	[	.bs1.
{	{	.bs2.

(	(	.ps1.

⟩	⟩	.tc1.
>	>	.tc2.
›	›	.tc3.

”	”	.qc1.
’	’	.qc2.

]	]	.bc1.
}	}	.bc2.

)	)	.pc1.

:	:	.cl.
;	;	.sc.

,	,	.cm.
､	,	.ce.

–	–	.ds.
—	—	.dl.

…	…	.e1.
……	……	.e2.

~	~	.td.

·	 	.md.
@	@	.at.

‰	‰	.pc.
￥	￥	.qt.

+	+	.pl.
-	-	.mn.

 	 	.ws.
　	 	.ws.
