。	.	Pu_fs
｡	.	Pu_fs
.	.	Pu_fs

!	!	Pu_em

?	?	Pu_qm

\	\	Pu_dq
'	'	Pu_sq

⟨	⟨	Pu_ts1
<	<	Pu_ts2
‹	‹	Pu_ts3

“	“	Pu_qs1
‘	‘	Pu_qs2

[	[	Pu_bs1
{	{	Pu_bs2

(	(	Pu_ps1

⟩	⟩	Pu_tc1
>	>	Pu_tc2
›	›	Pu_tc3

”	”	Pu_qc1
’	’	Pu_qc2

]	]	Pu_bc1
}	}	Pu_bc2

)	)	Pu_pc1

:	:	Pu_cl
;	;	Pu_sc

,	,	Pu_cm
､	,	Pu_ce

–	–	Pu_d1
—	—	Pu_d2

…	…	Pu_e1
…	…	Pu_e2

~	~	Pu_td

·	 	Pu_md
@	@	Pu_at

‰	‰	Pu_pc
￥	￥	Pu_qt

+	+	Pu_pl
-	-	Pu_mn

 	 	Pu_ws
　	 	Pu_ws
