次	thứ	qv		7415	
度	độ	qv		2419	
道	đạo	qv		2156	
期	kỳ	qv		1785	
场	trường	qv		1523	
人次	nhân thứ	qv		1111	
层	tầng	qv		1085	
声	thanh	qv		1069	
架	giá	qv		945	
轮	luân	qv		732	
圈	khuyên	qv		505	
趟	thảng	qv		401	
盘	bàn	qv		369	
餐	xan	qv		361	
遍	biến	qv		282	
步	bộ	qv		178	
顿	đốn	qv		139	
架次	giá thứ	qv		123	
番	phiên	qv		84	
场次	trường thứ	qv		54	
茬	tra	qv		21	
