下	hạ	qv		6	
次	thứ	qv		279	
路	lộ	qv		7	
场	trường	qv		62	
道	đạo	qv		1	
周	chu	qv		1	
任	nhậm	qv		6	
期	kỳ	qv		35	
回	hồi	qv		5	
步	bộ	qv		34	
人次	nhân thứ	qv		31	
轮	luân	qv		22	
番	phiên	qv		23	
声	thanh	qv		8	
度	độ	qv		2	
遍	biến	qv		11	
班	ban	qv		2	
餐	xan	qv		1	
局	cục	qv		1	
圈	khuyên	qv		3	
顿	đốn	qv		3	
席	tịch	qv		5	
趟	thảng	qv		5	
幕	mạc	qv		3	
场次	trường thứ	qv		2	
架次	giá thứ	qv		3	
盘	bàn	qv		1	
胎	thai	qv		1	
