岁	tuế	qt		10880	
年	niên	qt		8592	
点	điểm	qt		8087	
天	thiên	qt		5865	
分钟	phân chung	qt		3081	
分	phân	qt		2430	
周	chu	qt		1108	
近几年	cận kỷ niên	qt		293	
席	tịch	qt		172	
秒钟	miểu chung	qt		151	
近两年	cận lưỡng niên	qt		147	
死后	tử hậu	qt		100	
一年前	nhất niên tiền	qt		98	
秒	miểu	qt		81	
几年来	kỷ niên lai	qt		74	
会儿	hội nhi	qt		33	
辈子	bối tử	qt		30	
光年	quang niên	qt		26	
术前	thuật tiền	qt		20	
阵子	trận tử	qt		8	
